stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,8.17,4.09,0,0,0,0,0,32.69,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,6.42,0,0,0,0,0,0,0,0,0,1.07,2.14,1.07,0,0,0,0,5.35,24.61,0,0,0,0,0,0,0,0,0
21Day,0,0,1.34,4.02,0,0,0,0,0,0,0,0,0,0,41.49,0,0,0,0,0,0,2.68,0,0,1.34,0,1.34,0,0,0,0
3Month,0.64,0.64,17.6,0,1.28,2.24,0.96,0,10.56,2.56,0.64,8.96,0.96,3.52,210.85,2.24,0.32,0.32,2.24,0.64,0.32,0,1.28,0.32,1.92,95.34,0,0,0.96,96.3,2.56
22Month,0,0.55,17.49,0,1.09,1.09,6.56,4.37,27.88,2.73,0.55,18.04,1.09,3.83,140.49,1.64,0.55,0.55,0,0,0.55,0,0.55,0.55,0,16.4,0,1.09,0,0.55,1.64
