stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,0,0,32.69,4.09,4.09,0,0,0,0,8.17,0,0,0,0,0,12.26,12.26,53.12,0,0,0,0,12.26,232.93,4.09,0,4.09,0,0,0,0,0,0,0,0
72hpf,38.51,0,0,6.42,0,11.77,0,0,1.07,0,0,0,0,0,0,2.14,29.95,4.28,16.05,0,0,2.14,1.07,1547.99,62.05,1.07,12.84,14.98,1.07,1.07,50.28,1.07,1.07,0,0,0
21Day,12.05,0,0,21.42,4.02,9.37,0,0,1.34,1.34,0,2.68,0,10.71,0,2.68,16.06,2.68,21.42,0,0,2.68,1.34,376.13,22.76,4.02,10.71,10.71,13.39,0,33.46,0,4.02,0,0,2.68
3Month,0.64,1.6,0.32,7.36,0,0,0.64,0.64,2.24,0,0,16.32,0.32,0.96,1.6,0.64,3.84,1.92,15.68,5.76,0,0.32,0.32,1.6,0,0.32,1.6,0,0.64,67.83,1.6,0,0.32,2.56,7.68,3.2
22Month,0,2.19,0.55,9.84,0.55,0,0,0.55,2.73,3.83,0,36.63,0,0.55,6.56,1.64,1.64,3.28,14.21,0.55,1.09,2.73,0.55,7.11,0,3.28,1.09,1.64,0,34.99,1.09,0.55,0,0.55,0,0.55
