stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0
72hpf,16.05,8.56,0,10.7,4.28,11.77,0,0,0,0,0,0,0,1.07,0,8.56,26.74,0,51.35,0,1.07,1.07,1.07,1062.3,81.3,0,2.14,42.79,2.14,1.07,6.42,1721.29,4192.51,3.21,0,0
21Day,109.76,8.03,6.69,495.26,10.71,223.54,0,33.46,85.67,13.39,0,40.16,14.72,70.94,49.53,20.08,402.9,44.17,384.16,0,0,30.79,34.8,570.22,176.69,2.68,16.06,317.23,87,2.68,48.19,11080.38,73177.6,17.4,0,45.51
3Month,0,0,0,0,0,0,0,0,0,0.32,0,1.28,1.6,0,0.64,0.32,0.96,0.32,0.64,0.32,0,0,0,1.6,0.32,0,0,0,0,10.56,0,0.96,2.56,0,0.96,0
22Month,0,1.09,0.55,2.19,0,0,1.09,0,0.55,1.09,0.55,28.43,0.55,0,1.64,0,0.55,1.64,1.09,0,0,0,0,0,0,0,0.55,0,0,1.09,0.55,18.04,1.64,0,0,0
