stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,0,0,0,0,0,0,0,0,0,0,4.09,4.09,16.35,57.21,0,0,0,0,0,429.07,0,0,0,16.35,0,0,0,0,0,0,8.17,0,0,0
72hpf,4.28,0,0,3.21,2.14,3.21,0,0,0,0,0,0,0,0,4.28,7.49,1.07,12.84,0,1.07,1.07,1.07,145.49,81.3,0,1.07,0,8.56,0,0,1.07,4.28,4.28,2.14,3.21,0,0,0
21Day,13.39,0,0,13.39,0,12.05,0,20.08,0,0,0,0,5.35,0,1.34,4.02,4.02,20.08,0,0,4.02,0,28.11,30.79,1.34,0,0,5.35,1.34,0,5.35,5.35,1.34,1.34,1.34,0,0,0
3Month,0,0.64,0.32,11.52,0.32,0,0.32,0.32,0.96,2.24,9.28,0.96,1.28,3.84,0.32,2.56,1.6,4.16,0.32,0,0.64,0.64,1.28,1.6,1.28,1.28,0,0,0.96,0.32,89.91,0.96,0,0,0.32,0.96,54.71,1.28
22Month,0,1.64,0,7.11,0,0,0.55,0.55,1.09,5.47,19.13,1.09,0.55,8.2,0,0,2.73,8.75,0,0,0.55,0,0,0,1.09,1.09,1.09,0,0,0,19.13,0.55,0,0,0.55,0.55,0.55,0.55
