stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,12.26,0,114.42,0,0,0,0,0,0,0,326.91,0,0,0,0,28.6,12.26,28.6,16.35,0,0,0,53.12,187.97,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,36.37,17.12,0,147.63,27.81,35.3,0,1.07,0,0,0,2.14,0,0,0,0,54.56,157.26,9.63,37.44,0,3.21,1.07,3619.1,218.24,20.33,6.42,0,49.21,4.28,1.07,44.93,52.42,34.23,12.84,0,0,0
21Day,4.02,5.35,5.35,215.5,9.37,32.12,0,2.68,22.76,1.34,0,0,6.69,1.34,1.34,26.77,25.43,52.2,8.03,44.17,1.34,0,22.76,899.49,60.23,22.76,1.34,0,9.37,30.79,4.02,12.05,26.77,52.2,4.02,0,1.34,6.69
3Month,0,1.6,1.28,25.92,0,0,0.32,0.32,40.31,2.24,0,0,15.68,1.28,0,7.04,0.96,3.52,1.28,1.28,0,0.32,4.48,1.6,0.32,4.8,0.32,0,0.32,0.96,7.36,0.32,0,0,0,0.64,49.91,1.92
22Month,0,11.48,6.01,24.6,0.55,0,0.55,0,46.47,2.19,4.37,0,82.54,1.09,0,30.07,0.55,0,3.28,8.2,0.55,1.09,6.01,4.37,0.55,17.49,0.55,1.09,0,0.55,16.95,2.73,5.47,0,0,0,0,0.55
