stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,53.12,0,0,0,0,0,0,0,0,0,0,4.09,0,0,36.78,0,0,0,0,12.26,408.64,0,0,0,0,0,0,0,8.17,0,0,0
72hpf,2.14,0,0,1.07,1.07,0,1.07,0,0,0,0,0,0,0,1.07,4.28,0,16.05,0,0,0,0,75.96,9.63,0,0,125.17,0,0,1.07,0,10.7,0,0,0
21Day,12.05,0,0,12.05,21.42,0,0,0,0,0,9.37,0,6.69,0,5.35,6.69,2.68,186.06,0,0,8.03,0,38.82,10.71,0,0,630.45,8.03,0,2.68,9.37,60.23,0,0,1.34
3Month,0,0.96,0.96,6.4,0,1.28,0,2.24,8,0,13.44,2.24,0,6.72,0.64,2.88,5.44,398.98,53.75,0,3.2,1.6,0.64,0,0.64,0,4.16,0.64,3.52,2.56,0,1.6,1.6,4.8,4.16
22Month,0,0,0,2.19,0,0.55,1.09,0,2.19,3.28,26.79,1.09,1.64,2.19,0,1.09,1.09,60.13,0.55,1.64,1.09,0,1.09,0,1.09,1.64,0.55,0.55,3.83,1.09,0,0,0,0,1.09
