stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,28.6,0,0,0,0,0,81.73,4.09,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,16.05,0,1.07,0,0,0,0,0,0,0,0,0,21.4,20.33,6.42,1.07,0,0,0,1.07,34.23,3.21,5.35,0,3.21,1.07,0,1.07,1.07,0,0,0,0,0,0
21Day,6.69,0,26.77,133.85,2.68,10.71,0,1.34,10.71,0,0,10.71,0,6.69,220.86,34.8,49.53,24.09,26.77,0,0,6.69,0,36.14,20.08,12.05,1.34,8.03,21.42,0,0,2.68,0,1.34,17.4,0,0,2.68
3Month,0.32,2.56,14.08,63.03,0,0,0.64,0,56.63,6.4,0,76.15,7.36,0.96,552.55,3.84,12.8,24,7.04,0.96,0,2.24,1.92,10.88,0.32,20.8,0.64,0.32,3.84,0.32,8,0.32,0,0,0,13.44,13.12,2.56
22Month,0.55,0.55,21.87,57.4,0,0,1.64,0,43.73,8.75,1.64,487.07,0.55,1.09,754.38,1.64,9.29,19.13,4.92,0.55,13.67,0,0.55,4.92,0,22.96,1.09,0.55,0.55,0,7.11,0.55,1.09,0,0,1.09,0,2.19
