stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,126.68,81.73,0,57.21,0,4.09,0,0,0,0,0,0,0,0,0,0,8.17,0,0,1103.33,0,0,0,0,237.01,2026.86,0,0,355.52,0,0,0,0,0,0,16.35,0,0,0
72hpf,43.86,48.14,0,25.67,21.4,20.33,0,0,0,0,1.07,0,0,0,2.14,0,2.14,24.61,3.21,1217.42,0,2.14,24.61,0,128.37,165.82,1.07,2.14,2094.65,0,0,0,26.74,2.14,0,94.14,0,0,0
21Day,32.12,26.77,2.68,38.82,5.35,30.79,0,5.35,0,0,1.34,1.34,5.35,0,10.71,6.69,1.34,18.74,8.03,2045.28,1.34,1.34,172.67,0,48.19,33.46,6.69,0,883.43,45.51,0,1.34,5.35,5.35,9.37,17.4,0,0,5.35
3Month,1.6,48.31,0.96,30.08,0.32,0,4.8,0.96,21.12,3.84,29.44,0.32,25.92,6.4,8.32,11.84,1.6,9.6,15.36,1127.5,202.53,0.32,36.79,1.6,1.28,1.6,34.87,0.64,9.28,5.12,0.32,35.19,13.12,0,0,5.44,7.04,5.12,6.08
22Month,1.64,74.89,2.19,15.85,1.09,0,9.29,0,4.92,2.19,14.76,8.2,62.87,3.28,16.95,12.03,0.55,9.84,12.03,895.97,21.32,2.73,37.72,1.09,1.64,1.09,69.97,0.55,2.73,1.09,0,30.61,74.35,1.64,0,1.64,2.73,0,0.55
