stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,2.68,1.34,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,1.34,0,20.08,0,0,0,0
3Month,0,1.6,0.64,16,0,0.32,0.32,6.08,7.04,22.4,8,0.32,9.6,2.56,4.8,5.44,7.36,0.96,0.64,2.88,3.2,1.6,1.92,2.24,0.96,0,0.64,7.68,1095.19,3.52,3.52,475.44,4.8
22Month,0,0.55,0,0.55,0,0,0,0.55,0,10.39,0,0,2.73,0,0.55,0.55,1.09,0,0,0,0.55,0.55,0.55,0,0,0.55,0.55,0,226.86,0,0,2.73,0.55
