stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,20.43,0,0,0,0,0,0,0,0,0,0,0,8.17,4.09,73.56,49.04,0,0,0,0,65.38,192.06,0,0,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,4.28,6.42,0,12.84,2.14,3.21,0,1.07,0,1.07,0,1.07,0,1.07,0,9.63,37.44,11.77,28.88,0,8.56,0,2.14,175.45,53.49,1.07,3.21,0,22.47,0,0,0,12.84,0,18.19,0,0,0
21Day,2.68,1.34,1.34,29.45,2.68,10.71,0,1.34,1.34,6.69,0,16.06,5.35,14.72,6.69,1.34,18.74,45.51,34.8,0,0,0,1.34,84.33,21.42,4.02,1.34,0,14.72,10.71,0,0,1.34,1.34,4.02,0,0,4.02
3Month,0,3.52,1.92,41.59,0.64,0,0.96,0.32,19.52,14.4,0,184.29,14.72,2.24,29.12,1.92,8.64,27.52,9.6,2.88,0.64,8,2.56,3.52,0,8.32,1.6,0,0.32,3.2,0.32,31.99,0.96,0,0,0.64,7.36,8.96
22Month,1.09,1.64,3.28,19.13,0,0,1.09,1.09,11.48,30.07,3.28,205.54,6.56,3.28,30.07,0.55,3.28,36.63,8.75,0.55,6.01,3.28,0.55,2.19,0.55,7.65,1.64,0.55,0.55,0.55,0,13.12,1.09,0,0,0.55,0,3.83
