stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,4.09,0,0,0,0,0,0,0,0,0,0,8.17,28.6,0,0,0,0,57.21,1074.72,0,0,16.35,0,0,0,0,0,0,0,0,0
72hpf,88.79,55.63,0,103.77,18.19,118.75,3.21,0,2.14,0,0,4.28,0,38.51,180.79,18.19,162.61,0,8.56,1.07,6.42,14506.37,4738.1,2.14,9.63,219.31,1.07,0,72.75,36.37,11.77,7.49,0,0,0
21Day,28.11,16.06,6.69,151.25,6.69,165.98,37.48,0,2.68,12.05,2.68,52.2,17.4,26.77,64.25,28.11,143.22,0,0,29.45,5.35,5271.14,1298.38,4.02,1.34,58.9,120.47,2.68,12.05,44.17,34.8,14.72,0,0,30.79
3Month,0,0,0.64,3.84,0,0,0,0.32,0.64,4.48,0.96,0,0.96,0.32,0.32,0.32,0.64,0.32,0,0.64,0,61.75,19.84,0.32,0.32,0,0.32,11.2,5.44,0,0,0,0.64,8,0.96
22Month,0,0,0,1.09,0,0,0,0,2.73,10.93,0.55,0,1.09,0,0,1.64,1.09,0,1.64,0,0,79.26,0.55,0,0,0,0,29.52,32.25,3.28,0,0,0,0,0
