stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,4.28,2.14,0,0,0,1.07,0,0,0,0,0,0,0,0
21Day,1.34,0,0,5.35,0,1.34,0,0,0,0,0,1.34,0,1.34,4.02,0,0,0,1.34,0,0,0,0,5.35,0,0,0,0,0,1.34,0,1.34,1.34,1.34,0,0,0
3Month,0.32,1.28,2.88,16.32,0,0,0,0.32,3.84,2.56,0.32,82.87,3.52,0.96,50.23,1.6,3.84,3.2,4.48,0.96,0,1.6,2.24,0.64,0,1.28,0.32,0,0.32,3.2,3.52,0,0,0,1.6,0.96,6.08
22Month,0,3.28,3.28,9.84,0,0,0.55,0.55,4.37,6.56,3.28,168.37,0.55,0.55,82.54,0.55,1.09,8.2,4.37,0,10.93,2.19,0,0.55,0.55,1.64,0,0.55,0,0.55,1.09,1.09,0,0,0,0,3.28
