stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,16.35,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,4.28,4.28,0,0,0,0,0,0,1.07,0,0,0,0
21Day,2.68,0,0,12.05,0,8.03,0,6.69,0,4.02,0,0,4.02,6.69,60.23,1.34,2.68,4.02,24.09,8.03,0,0,0,0,8.03,2.68,0,0,2.68,2.68,0,0,6.69,0,0,0,101.73
3Month,0.32,0.32,0,8,0.32,0,0.64,0,0.64,35.83,0,0,6.4,67.51,17.6,3.2,0.64,2.56,23.36,3.52,0.64,0,1.28,0.32,0.32,0,1.6,0.64,0,0.64,4.16,0,0,0.32,2.24,1.92,185.25
22Month,0,1.09,0.55,0.55,0.55,0,0.55,2.19,0.55,32.25,1.64,0,43.73,82.54,27.88,4.37,0.55,1.64,28.43,4.37,0,2.19,0.55,0,0,0.55,1.09,1.64,0,2.73,0.55,1.64,0,0.55,0,0,101.13
