stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,130.76,44.95,0,416.81,8.17,8.17,0,4.09,0,0,0,269.7,8.17,0,0,0,57.21,249.27,183.89,433.16,0,8.17,0,4.09,138.94,3722.71,4.09,57.21,0,0,0,0,0,24.52,0,0,0
72hpf,8.56,6.42,0,23.54,8.56,52.42,0,1.07,0,0,0,0,0,0,1.07,0,12.84,34.23,4.28,79.16,0,2.14,3.21,0,177.59,292.05,0,34.23,3.21,9.63,13.91,1.07,0,2.14,0,0,0
21Day,44.17,6.69,0,115.11,0,200.78,0,53.54,0,8.03,0,0,5.35,4.02,32.12,6.69,12.05,28.11,6.69,48.19,0,0,2.68,0,85.67,262.35,0,29.45,29.45,4.02,16.06,1.34,5.35,0,0,0,6.69
3Month,0,0.32,0.32,9.6,0,0,0,1.6,0.64,5.44,0,0,10.56,6.72,0.64,4.16,1.6,2.88,4.8,2.56,1.28,0,0.32,0.96,0.64,0.96,0.64,0.64,1.6,78.71,0,0,0,0,0.64,155.18,2.24
22Month,0,1.09,1.09,3.83,0,0,1.64,1.64,0.55,24.6,1.09,0,18.59,8.75,3.28,44.28,1.09,1.09,18.59,2.73,0,1.64,1.09,0,0.55,0,0.55,0,0,26.24,0,0,0,0,0,1.09,2.73
