stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,65.38,44.95,0,1646.82,4.09,4.09,0,0,0,4.09,0,12.26,4.09,0,0,4.09,36.78,16043.22,355.52,155.28,0,4.09,0,0,110.33,2803.27,0,0,61.3,0,0,0,0,0,0,53.12,0,0,0
72hpf,127.31,21.4,0,3794.55,23.54,234.28,0,3.21,0,4.28,0,0,1.07,0,8.56,1.07,35.3,25754.15,40.65,302.75,0,11.77,7.49,1.07,1308.35,615.13,0,5.35,3959.3,3.21,0,3.21,71.68,5.35,3.21,48.14,0,0,0
21Day,40.16,2.68,5.35,1323.81,4.02,155.27,0,14.72,1.34,16.06,0,0,13.39,2.68,34.8,17.4,21.42,963.74,30.79,265.03,0,2.68,12.05,1.34,88.34,68.27,4.02,5.35,7728.69,100.39,0,1.34,5.35,16.06,21.42,20.08,0,0,21.42
3Month,0,3.52,0.64,626.46,0,0,2.56,10.56,1.6,48.31,0,0,31.99,27.2,3.52,12.48,1.6,12.8,9.6,15.36,2.56,0,0.96,1.28,5.44,0.64,0.64,0.96,0,3.2,0.32,23.68,0.32,0.32,0,0,2.56,5.12,10.56
22Month,0,8.75,1.09,93.48,0,0,2.19,8.75,1.09,52.48,3.83,0,83.64,14.76,7.65,5.47,2.73,0.55,24.05,16.4,1.64,2.73,1.64,0,3.28,0,1.64,1.64,1.09,0,0,27.88,0,0,0,1.09,1.09,0,4.37
