stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,77.64,0,0,0,0,0,0,0,0,0,0,24.52,44.95,61.3,8.17,0,0,0,53.12,118.51,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,4.28,4.28,0,20.33,4.28,7.49,0,0,2.14,0,1.07,0,0,0,37.44,79.16,5.35,21.4,2.14,0,0,633.32,36.37,2.14,2.14,0,16.05,1.07,0,1.07,9.63,1.07,1.07,0,0,0
21Day,42.83,4.02,8.03,238.26,12.05,40.16,20.08,0,16.06,0,5.35,5.35,48.19,212.83,33.46,140.55,48.19,151.25,0,20.08,5.35,342.66,36.14,6.69,24.09,0,48.19,34.8,2.68,8.03,22.76,38.82,1.34,0,0,46.85
3Month,0,0,0.64,15.36,0,0,0,1.28,10.88,0,3.84,6.4,2.24,63.03,2.24,0.64,8.96,2.24,0,1.28,0.96,1.28,0,1.28,0,0,0.32,1.6,2.56,0,0,0,0,0.64,2.56,8
22Month,0,1.64,1.64,7.65,0.55,0,0,3.83,30.07,1.09,30.07,2.19,2.73,83.09,0.55,0.55,12.57,6.01,0,0.55,0,2.19,0,2.19,1.09,0.55,0,0.55,1.64,0,0,0,0,0.55,0,7.11
