stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20.43,4.09,0,93.99,0,0,0,0,0,0,0,0,12.26,0,0,0,0,4.09,4.09,49.04,4.09,0,0,0,0,4.09,28.6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,66.33,1.07,2.14,0,0,0,0,0,0,0,0,0,0,0,3.21,82.37,12.84,149.77,0,0,0,0,41.72,27.81,0,1.07,0,187.21,0,0,6.42,0,41.72,0,0,0
21Day,5.35,0,0,24.09,0,4.02,0,2.68,0,0,0,0,0,2.68,0,2.68,4.02,0,30.79,9.37,543.44,0,0,9.37,0,25.43,9.37,1.34,0,0,76.3,17.4,0,4.02,1.34,2.68,0,0,1.34
3Month,0.32,4.16,0.64,92.15,0,0,1.6,0,1.6,3.2,18.56,0,0,12.8,6.72,0.64,7.36,1.92,39.99,39.67,701.65,25.28,0,20.48,2.88,1.92,0.96,3.84,0.32,0,66.87,3.84,10.56,0,0,2.24,5.76,6.08,8.64
22Month,0.55,2.19,1.09,15.85,0,0,2.73,0,0,0.55,15.31,21.32,0,190.24,2.19,4.92,3.83,0,1.09,66.15,175.48,0.55,2.19,6.01,0,1.09,0,6.56,0.55,1.09,38.81,0,5.47,0,0,0,0,0,12.03
