stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,4.09,8.17,0,0,0,0,0,12.26,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,2.14,5.35,0,9.63,0,5.35,0,0,0,0,0,0,0,0,1.07,0,11.77,117.68,4.28,26.74,0,0,1.07,1.07,41.72,8.56,0,0,32.09,0,0,0,0,0,0,0,0,0
21Day,5.35,5.35,1.34,109.76,4.02,8.03,0,2.68,0,0,0,0,1.34,2.68,13.39,5.35,44.17,168.66,13.39,54.88,0,0,13.39,0,20.08,1.34,0,0,8.03,6.69,1.34,1.34,0,4.02,4.02,0,0,8.03
3Month,0.96,12.48,0.32,128.94,0.32,0,0.32,0,1.28,5.44,0,0,10.24,18.24,1.28,13.76,35.83,18.56,4.16,16,0.96,0,3.84,5.76,2.56,0,0.96,0,0.64,1.28,26.88,1.28,0,0,0.64,11.2,8.32,4.16
22Month,0,4.37,3.83,26.24,0,0,0.55,0,4.37,5.47,0.55,0,25.15,2.73,0,38.81,2.73,3.83,8.75,6.56,0,1.09,0,0,0.55,0,5.47,3.28,0,0.55,11.48,0.55,0.55,0,0,0,0,1.64
