stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,4.09,0,0,0,0,0,89.9,0,0,8.17,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,10.7,2.14,0,0,0,0,0,0,0,0,2.14,3.21,1.07,11.77,0,0,0,0,134.79,67.4,0,0,13.91,1.07,0,4.28,1.07,0,0,0,0
21Day,9.37,0,0,21.42,6.69,2.68,0,0,0,1.34,0,4.02,0,1.34,2.68,1.34,24.09,0,0,0,0,100.39,22.76,0,0,5.35,2.68,1.34,0,0,2.68,0,0,2.68
3Month,0,0,0,4.16,0,0,0.32,0.32,0.32,1.28,0.64,0.32,0.96,0,2.24,0.96,1.28,1.6,0,0,0.32,0.96,0,0.96,0,0,0,5.76,0,0,0,0.32,1.28,0
22Month,0.55,1.64,0.55,6.01,0,0,0,3.28,6.01,186.96,1.64,0.55,6.01,0,0.55,2.19,7.11,0,5.47,1.64,0,1.09,0,2.19,0.55,0.55,0.55,1.09,1.64,1.09,0,2.73,0,1.64
