stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,8.17,0,0,0,0,0,0,4.09,0,0,0,0,4.09,0,16.35,4.09,0,0,0,0,4.09,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,5.35,1.07,0,0,0,0,0,0,0,0,0,0,3.21,7.49,2.14,6.42,0,1.07,1.07,1.07,24.61,9.63,0,0,0,3.21,0,0,3.21,2.14,0,1.07,0,0,0
21Day,1.34,0,0,21.42,0,9.37,0,0,4.02,0,0,4.02,0,4.02,1.34,2.68,16.06,8.03,5.35,0,0,0,0,8.03,5.35,0,0,0,5.35,2.68,0,0,0,1.34,0,0,0,2.68
3Month,0,0.96,0.64,21.44,0,0,0.32,19.52,11.52,0,0,40.31,14.72,1.92,11.52,3.2,8,17.28,4.16,1.28,0,6.08,1.28,2.88,0.32,0.96,0.64,0,0.32,0.64,6.4,0,0.32,0,0,0.96,2.56,10.56
22Month,0.55,3.28,1.09,10.93,0,0,0.55,6.56,26.24,6.01,0,132.84,2.73,3.83,10.93,0.55,5.47,23.51,6.56,0,3.28,4.92,0,0,0,2.73,1.09,1.09,0,0,0.55,0.55,1.64,0,0,0.55,0,6.56
