stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,8.17,0,20.43,0,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,4.09,16.35,57.21,0,0,0,0,24.52,384.12,0,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,8.56,9.63,0,8.56,3.21,5.35,0,0,0,0,0,0,0,0,0,0,1.07,5.35,16.05,2.14,17.12,0,0,0,0,197.91,129.44,0,0,0,19.26,0,0,10.7,0,1.07,0,0,0
21Day,8.03,2.68,1.34,29.45,0,17.4,0,10.71,0,0,1.34,0,0,1.34,0,10.71,0,5.35,8.03,9.37,29.45,0,0,2.68,1.34,54.88,24.09,0,4.02,0,13.39,1.34,0,2.68,2.68,1.34,0,0,9.37
3Month,0.32,3.52,0.64,21.76,0,0,0.32,0.96,0.32,3.84,11.84,0,0,31.67,9.92,0.32,11.84,1.92,7.36,5.44,6.4,0.64,0,1.28,1.28,1.28,0,0.64,0.96,0,0.32,0.64,19.84,0,0.32,0,2.56,5.12,4.8
22Month,0.55,2.73,3.83,8.2,0,0,0,0,0,2.73,28.97,4.92,0,95.66,7.65,4.37,21.32,0.55,1.64,18.59,7.11,0.55,2.19,0,0,0.55,0.55,1.64,1.09,1.09,0,0.55,7.11,0.55,0.55,0.55,0,0,4.37
