stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,1.07,0,4.28,0,0,0,0,6.42,5.35,0,0,4.28,0,0,0,0,0,0,0
21Day,2.68,0,0,13.39,0,0,0,0,0,0,0,0,0,1.34,8.03,0,26.77,0,0,0,0,6.69,0,0,1.34,12.05,0,0,0,0,0,0,0
3Month,0.32,2.24,0.32,53.43,0.64,0,13.76,0.96,0,35.19,1.92,0,68.79,3.52,14.08,1.28,8,1.28,0,3.52,1.28,0.96,0,1.28,0,0,0.32,3.84,0.32,0,0,0.64,3.84
22Month,1.64,21.87,1.09,45.92,1.09,0.55,14.21,8.75,6.01,198.98,9.84,4.37,101.68,3.28,9.29,9.29,42.64,0.55,3.28,6.56,0,0,0,10.39,0.55,0,0.55,21.32,0.55,0.55,3.28,0,8.75
