stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,32.69,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,4.09,0,0,0,0,0,49.04,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,2.14,0,2.14,3.21,1.07,0,1.07,0,0,0,0,0,0,0,0,0,13.91,0,18.19,0,0,0,1.07,58.84,13.91,1.07,0,8.56,0,0,3.21,9.63,0,0,0
21Day,4.02,4.02,0,8.03,1.34,4.02,0,0,0,0,0,1.34,0,0,2.68,1.34,0,5.35,0,46.85,0,0,6.69,0,30.79,4.02,0,0,13.39,1.34,0,13.39,9.37,0,0,0
3Month,0.96,7.68,0.64,24.64,0.32,0,0.64,1.92,0.64,1.92,2.56,0,12.48,0.32,1.92,1.92,5.12,8.64,5.44,44.47,11.84,0,1.6,1.6,0.96,0.64,0.96,0,1.6,0.96,4.8,0.96,0.64,0.64,6.72,0.32
22Month,0,5.47,0,4.92,1.09,0,0.55,0.55,0.55,2.19,1.64,13.12,22.96,1.09,1.09,4.37,0.55,0.55,2.19,34.44,1.09,0.55,1.09,0.55,1.09,0,1.09,0.55,0,0,15.31,3.28,0,0,0,0
