stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,12.26,0,0,0,4.09,0,0,0,0,0,0,4.09,0,102.16,16.35,0,0,0,4.09,49.04,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,464.29,1.07,3.21,0,0,0,0,0,0,0,0,4.28,28.88,4.28,19.26,0,0,0,12.84,10.7,0,0,0,2.14,0,1.07,0,0,0,3.21,0,0,0
21Day,4.02,0,0,701.39,0,52.2,0,38.82,0,1.34,1.34,1.34,4.02,2.68,5.35,8.03,0,21.42,0,0,0,12.05,121.81,0,1.34,0,8.03,1.34,1.34,1.34,1.34,5.35,1.34,0,0,1.34
3Month,0.64,3.84,0.64,1273.08,0,0,1.6,0.96,7.04,50.23,88.31,63.99,1.92,25.92,5.12,51.83,10.88,457.21,1.92,2.24,14.4,0.96,0,19.84,28.48,0,1.6,61.43,18.24,0.32,0,0,0.32,4.16,34.55,11.2
22Month,0,3.28,0.55,44.28,0,0,1.09,0.55,4.92,0.55,51.39,1.09,0,2.19,0,4.37,0,345.49,0,0.55,0,0,0,0,1.09,0.55,0,0.55,15.31,0.55,0.55,0,0,0,0,0
