stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,204.32,134.85,0,805.02,57.21,0,0,4.09,0,0,0,12.26,0,0,8.17,0,81.73,147.11,44.95,3134.27,0,0,57.21,600.7,11029.21,12.26,0,0,486.28,0,0,0,0,0,89.9,0,0,0
72hpf,120.89,25.67,1.07,94.14,149.77,70.61,0,1.07,0,0,0,0,6.42,0,0,0,251.4,111.26,13.91,912.53,64.19,8.56,10.7,970.3,5616.4,2.14,21.4,0,607.64,4.28,3.21,1018.44,0,4.28,32.09,0,0,0
21Day,6.69,0,0,12.05,50.86,1.34,0,0,0,0,0,0,0,0,2.68,0,4.02,6.69,1.34,53.54,0,0,0,14.72,232.9,0,1.34,0,28.11,2.68,5.35,16.06,1.34,0,0,0,0,1.34
3Month,0.32,0.96,0,3.52,2.56,0,0.64,0,1.28,1.28,0,0,9.92,1.28,0.32,3.84,0.64,3.2,2.24,0.32,0,0.32,0,0.32,0.64,0.32,0.32,0,0,0.64,25.28,0,0,0,0,0.96,1.6,0.32
22Month,0,1.64,1.64,4.37,7.65,0,0.55,0,1.09,4.37,1.09,0,54.67,2.19,0,7.65,0.55,2.73,3.83,4.92,2.19,1.09,0.55,0,0,1.64,0,13.67,0,0,83.09,3.28,0,0,0,0,0,0
