stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,0,0,49.04,61.3,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,27.81,4.28,7.49,3.21,17.12,2.14,0,0,0,0,0,1.07,0,6.42,22.47,0,17.12,0,1.07,2.14,2485.12,82.37,1.07,0,0,29.95,0,0,16.05,2.14,3.21,0,0,0,0
21Day,5.35,1.34,12.05,1.34,9.37,1.34,0,1.34,0,1.34,1.34,6.69,1.34,2.68,9.37,2.68,9.37,0,0,1.34,598.32,12.05,1.34,4.02,0,4.02,6.69,0,5.35,1.34,5.35,1.34,0,0,4.02
3Month,0,0,3.2,0,0,0,0,0.32,0,4.48,1.28,0,2.24,0.32,0.96,1.6,1.92,0.32,0,0.32,7.68,0,2.88,0,0,0,0,2.88,0.32,0,0,0,0.32,4.8,0.96
22Month,0,1.09,2.19,0,0,0.55,1.09,4.37,1.64,22.96,0.55,0.55,2.73,0,0,4.92,2.73,0,0.55,0.55,11.48,0,1.64,0.55,0.55,0,0,6.01,0,0.55,0,0,0,0,0
