stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Spermatocyte,T_cell
24hpf,0,0,12.26,0,0,0,0,0,0,0,4.09,0,20.43,0,0,0,0,4.09,85.81,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,2.14,3.21,2.14,0,0,0,0,0,0,4.28,1.07,4.28,0,0,0,2.14,338.05,75.96,0,1.07,5.35,0,0,4.28,6.42,0,0,0
21Day,4.02,0,9.37,4.02,0,0,0,0,1.34,0,1.34,0,1.34,0,0,2.68,0,131.18,34.8,0,1.34,6.69,5.35,1.34,4.02,6.69,8.03,0,0
3Month,0,0.32,5.12,0,0,1.6,3.52,0.64,0,0,0.64,0.32,4.16,2.24,0,0,0.32,3.52,0.96,0.96,0.32,0,0,2.88,3.52,0,0,0.64,0.32
22Month,0,0,0,0,0.55,1.09,13.67,0.55,0,0.55,0,0.55,3.28,0,0.55,0,0,2.73,0,0,1.09,0,0.55,1.09,5.47,2.19,0,0,0
