stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,138.94,28.6,0,53.12,4.09,4.09,0,0,0,0,0,4.09,0,0,0,0,4.09,8.17,98.07,588.44,0,0,0,4.09,200.23,8058.39,0,0,649.74,0,0,0,0,0,20.43,0,0,0
72hpf,75.96,12.84,0,47.07,4.28,41.72,0,0,0,0,0,0,0,0,0,0,27.81,64.19,13.91,132.65,0,2.14,5.35,0,3572.03,2705.5,1.07,6.42,409.73,1.07,0,281.36,2.14,5.35,207.54,0,0,0
21Day,57.56,4.02,1.34,48.19,1.34,76.3,0,8.03,0,5.35,0,0,4.02,4.02,13.39,21.42,4.02,37.48,16.06,175.35,0,0,6.69,1.34,2011.82,1694.58,0,1.34,346.68,62.91,1.34,216.84,22.76,44.17,112.44,0,0,10.71
3Month,0,0,0,5.76,0,0,0.64,0,0.96,2.24,0,0,10.24,3.84,0.32,2.56,1.6,2.24,1.6,66.87,2.88,0.32,0.96,0.32,29.76,40.95,0.32,0.32,0.32,1.28,9.92,14.72,1.92,0.64,35.19,0.64,5.44,1.28
22Month,2.73,2.19,0,13.12,0,0,0.55,0,2.19,3.83,3.28,0,31.16,1.09,0,1.64,0,1.09,5.47,110.97,0.55,2.19,1.09,0,31.71,47.56,0,0,0,0,6.56,95.66,12.03,0,22.96,0.55,0,1.09
