stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,4.09,0,57.21,0,0,0,0,0,0,0,4.09,0,0,0,0,12.26,16.35,12.26,69.47,0,0,0,0,28.6,706.95,0,0,24.52,0,0,0,0,0,8.17,0,0,0
72hpf,24.61,16.05,0,29.95,9.63,2.14,0,0,0,2.14,0,0,0,0,3.21,2.14,26.74,58.84,5.35,105.91,0,5.35,3.21,1.07,221.45,216.1,2.14,0,79.16,3.21,1.07,36.37,5.35,1.07,6.42,0,0,0
21Day,38.82,5.35,0,72.28,8.03,24.09,17.4,0,0,0,0,0,6.69,0,12.05,1.34,6.69,28.11,6.69,147.24,0,0,14.72,1.34,81.65,69.6,4.02,5.35,49.53,9.37,1.34,12.05,8.03,4.02,5.35,0,0,8.03
3Month,0,2.24,0.32,24.64,0.32,0,0,0.64,3.52,1.28,0,0,15.68,2.56,1.28,7.36,1.6,10.88,3.52,12.16,2.56,0,1.6,1.28,0.96,0.64,1.28,1.28,0.64,1.6,33.91,0.96,0,0,0.32,1.28,2.88,2.88
22Month,0,4.92,0,15.31,0,0,0.55,0,0.55,3.28,2.19,0,48.11,2.19,6.56,20.23,0,1.09,5.47,17.49,0,0,1.64,0.55,1.64,0.55,1.09,1.64,0.55,0,10.93,0,1.64,0,0,0.55,0,1.64
