stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,1266.79,0,49.04,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,179.8,0,0,0,0,20.43,645.65,0,0,65.38,0,0,0,4.09,0,0,0
72hpf,11.77,905.04,0,2.14,1.07,9.63,0,0,0,0,0,0,0,0,0,0,1.07,3.21,0,24.61,0,0,0,0,26.74,19.26,0,0,78.09,0,0,5.35,1.07,0,0,0
21Day,6.69,317.23,0,8.03,0,6.69,0,0,0,0,0,0,2.68,0,1.34,0,0,2.68,2.68,18.74,0,0,1.34,0,20.08,9.37,0,2.68,34.8,1.34,0,0,1.34,0,0,0
3Month,0.64,458.17,0.96,9.6,0.64,0,0.32,0.64,0.96,2.24,4.8,0,17.6,9.28,1.28,4.48,1.6,4.16,5.44,8,0.64,0,1.28,1.6,0.96,0.32,2.24,1.28,0,4.8,6.4,0.32,0.32,420.09,5.44,5.12
22Month,0.55,675.12,1.64,3.28,0,0,1.09,0,0,1.09,4.92,3.83,60.13,2.73,2.73,3.83,1.64,1.64,5.47,6.56,0.55,2.19,1.09,0,3.83,0,0.55,2.19,0,0,1.64,0.55,0,21.32,0.55,1.09
