stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,576.18,4.09,0,0,0,0,4.09,0,0,0,4.09,8.17,4.09,114.42,0,0,0,12.26,441.33,0,0,0,20.43,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,112.33,16.05,6.42,0,0,0,0,0,0,0,0,31.02,0,48.14,0,2.14,0,46,18.19,1.07,0,0,13.91,1.07,0,2.14,1.07,0,1.07,0,0,0
21Day,2.68,0,0,65.59,1.34,2.68,0,0,0,0,0,1.34,0,0,8.03,1.34,26.77,0,0,13.39,65.59,5.35,0,0,0,10.71,6.69,0,2.68,1.34,1.34,0,0,0,1.34
3Month,0,0.32,0,15.36,0.64,0,0.64,0.96,1.28,0,1.92,0.96,1.92,0.96,32.63,0.96,11.84,1.28,0,2.24,0.64,0,3.84,0.32,0,2.56,0,0.64,6.4,0,0,0,7.68,3.84,0
22Month,0,0.55,1.09,1.09,0,0,1.64,2.73,0,9.84,7.65,0,0,0,3.28,0,1.09,0,1.09,1.64,1.09,2.73,0,0,0.55,0,0,0.55,24.05,0,0,0,5.47,0,1.64
