stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,77.64,0,0,0,0,0,0,0,0,8.17,16.35,0,0,0,8.17,16.35,0,0,0,4.09,0,0,4.09,0,0,0
72hpf,1.07,0,6.42,0,0,0,0,0,0,0,56.7,0,14.98,0,0,1.07,4.28,21.4,0,1.07,0,16.05,0,1.07,23.54,0,0,0
21Day,0,0,0,1.34,0,0,0,0,0,0,1.34,0,6.69,0,0,1.34,6.69,6.69,0,1.34,0,5.35,0,0,25.43,0,0,0
3Month,0.64,0.64,1.6,0,0.32,0,1.28,0.32,1.28,0.32,2.56,0.32,1.6,0.32,0,0.32,0.64,0.64,1.28,0.96,0,0,8.64,1.28,26.24,0.64,8.32,0.96
22Month,0,1.09,1.64,0,0.55,13.12,3.83,0,0,0,0.55,0,1.09,0,0.55,0,1.09,2.19,0,0.55,0.55,0,3.83,0.55,0.55,0,0,0
