stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,1.07,0,2.14,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,11.77,0,0,1.07,0,3.21,1.07,0,0,0,13.91,1.07,0,0,0,0,0,0,0
21Day,8.03,0,0,12.05,0,2.68,0,0,0,0,0,0,0,0,0,0,4.02,1.34,12.05,26.77,0,0,2.68,0,2.68,1.34,0,0,0,20.08,2.68,0,1.34,0,1.34,0,0,0
3Month,0.64,4.48,5.12,107.5,0.64,0,0.64,0.96,0.64,9.28,5.12,0,57.27,3.2,0.32,108.46,14.4,22.4,56.95,57.59,8.32,0,3.52,6.08,0.96,0,3.2,0.64,0,1.6,1.28,9.28,0.32,0,0.96,33.91,1.92,2.88
22Month,0,5.47,3.28,50.29,0,0,1.09,0,0.55,10.93,3.83,27.33,311.59,3.83,1.64,47.56,4.92,6.01,36.08,90.74,2.73,4.37,1.09,1.09,0.55,0.55,2.19,1.09,1.09,1.64,0.55,2.19,4.37,2.19,0,5.47,0,2.19
