stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,16.35,4.09,0,20.43,8.17,0,0,0,0,0,0,0,0,0,0,0,0,16.35,0,12.26,0,0,0,0,0,49.04,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,12.84,1.07,0,0,0,0,0,0,0,0,0,0,0,1.07,1.07,0,1.07,0,0,0,0,7.49,19.26,0,0,0,5.35,0,0,10.7,1.07,0,0,0,0,0
21Day,2.68,0,0,10.71,2.68,2.68,0,6.69,0,0,0,0,0,0,2.68,0,0,2.68,1.34,4.02,0,0,0,0,2.68,4.02,0,0,0,1.34,2.68,0,107.08,2.68,0,0,0,0,0
3Month,1.92,7.68,4.16,53.11,0.96,0,2.56,0.64,0.32,12.8,17.6,0,82.87,26.88,1.28,41.91,5.76,18.56,19.84,24,16,0.64,5.12,13.12,4.8,1.28,4.8,2.88,0,2.56,21.12,0.32,3207.49,2.56,0.32,0.64,13.44,69.11,19.2
22Month,0,4.37,2.19,15.85,0,0,2.19,0.55,0.55,1.64,3.83,42.09,114.8,3.28,3.28,18.59,0.55,2.73,7.65,8.2,1.09,6.01,2.73,0.55,1.09,1.09,1.64,1.09,19.13,0.55,0.55,0,1210.84,1.09,2.19,0,0,0,2.73
