stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,151.2,93.99,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,216.58,0,0,0,0,40.86,130.76,0,0,0,57.21,0,0,0,0,0,0,0,0
72hpf,60.98,305.96,0,33.16,3.21,17.12,0,0,0,0,1.07,0,0,0,1.07,0,5.35,16.05,3.21,618.34,0,1.07,89.86,2.14,256.75,75.96,0,2.14,0,607.64,0,0,20.33,1.07,51.35,0,0,0
21Day,326.6,176.69,0,160.62,0,32.12,0,4.02,0,0,1.34,1.34,9.37,1.34,5.35,6.69,6.69,21.42,6.69,1084.21,0,0,500.61,1.34,129.84,49.53,1.34,28.11,0,120.47,37.48,0,8.03,14.72,24.09,9.37,0,6.69
3Month,6.72,80.31,0.64,69.75,0.96,0,0.64,0,0.32,1.92,5.76,0,17.92,3.52,0,5.12,1.28,3.84,4.16,99.5,31.67,0,29.76,0.64,1.92,0.64,0.96,6.72,0,0.64,3.2,2.24,0,0,0,77.75,2.88,2.24
22Month,3.83,101.13,2.19,37.72,0,0,1.64,0,0,1.09,7.11,30.07,53.57,3.83,1.64,6.56,1.64,2.19,3.28,51.39,2.19,0.55,16.95,0.55,1.64,0,1.09,2.19,1.09,0,1.09,4.92,1.09,0,0,8.2,0,0.55
