stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,3.21,1.07,2.14,0,0,0,0,2.14,2.14,0,0,0,1.07,0,0,0,0,0,0,0,0,0
21Day,2.68,1.34,1.34,25.43,0,6.69,0,4.02,0,0,0,0,2.68,21.42,0,0,6.69,8.03,2.68,0,0,2.68,0,4.02,1.34,0,0,0,1.34,1.34,0,0,0,0,2.68,0,0,6.69
3Month,0.32,1.28,0.96,22.72,0.64,0,1.6,0.96,2.88,10.88,0,8.64,28.48,1.92,15.04,2.56,5.12,7.04,4.16,0.96,0,0.96,0.64,0.32,0,0.96,0,0,0,0.96,0.32,0.96,0,0,0,1.28,2.24,12.48
22Month,0,9.29,2.19,28.43,0.55,0,0.55,1.64,8.2,65.6,43.19,126.28,95.66,21.32,36.08,1.64,3.28,43.73,18.59,0,2.19,8.2,0,1.09,0,2.19,0.55,0.55,2.19,2.19,0,0.55,2.19,1.09,0,1.09,0,22.96
