stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.93,0,0,0,0,0,4.09,8.17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,8.56,3.21,0,0,0,0,0,0,0,0,1.07,2.14,16.05,143.35,0,0,0,0,0,62.05,5.35,0,0,1.07,0,0,0,0,0,5.35,0,0,0
21Day,1.34,0,1.34,9.37,4.02,0,2.68,0,0,0,0,0,4.02,0,0,6.69,449.75,4.02,0,0,1.34,0,16.06,1.34,0,0,1.34,10.71,0,0,0,2.68,1.34,0,0,0
3Month,0.32,0,0.32,3.2,0,0,0.32,0.32,1.6,0,6.72,1.6,0,0.64,0.64,2.24,506.8,2.24,0.96,0,0,1.28,0,0,0.32,0,0,0.96,0.32,0.32,0,0,0,0.32,0.96,2.24
22Month,1.09,0.55,0.55,2.19,0,0.55,1.64,0,6.56,8.75,16.95,1.09,2.73,2.19,1.64,0,358.61,4.92,0,0.55,0,0.55,1.09,0,0.55,0.55,0,0,1.64,0,1.09,0,0,0.55,0,0
