stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,8.17,0,20.43,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,8.17,0,0,0,69.47,208.41,4.09,0,0,0,0,0,0,0,16.35,0,0,0
72hpf,37.44,24.61,0,6.42,2.14,12.84,1.07,0,0,0,0,0,1.07,0,2.14,17.12,22.47,88.79,0,1.07,6.42,2592.1,130.51,1.07,23.54,159.4,1.07,0,169.03,8.56,4.28,10.7,0,0,0
21Day,34.8,17.4,1.34,21.42,1.34,34.8,6.69,0,2.68,0,2.68,0,16.06,1.34,1.34,13.39,42.83,124.48,0,0,26.77,1345.23,49.53,1.34,52.2,235.58,36.14,1.34,58.9,4.02,14.72,2.68,2.68,0,2.68
3Month,0,1.92,0.64,3.2,0,0,0,1.28,0,0,6.08,1.6,0.96,1.6,0.32,0,5.12,6.4,0.64,0,2.24,0.32,0.32,0.32,7.68,0.32,0.32,7.04,2.56,0,0,0,12.48,1.28,0.64
22Month,0,0.55,0,1.09,0,0,0,0,1.64,0.55,19.68,0,0,0.55,0,0,6.56,2.73,0,0,1.64,0,0,0,1.09,0,0,3.28,9.29,0,0,0,1.64,0,0
