stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4.09,0,4.09,0,0,0,0,0,0,0,0,0,0,4.09,0,0,4.09,0,0,0,0,4.09,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,9.63,3.21,0,0,0,3.21,0,1.07,0,1.07,2.14,2.14,0,0,0
21Day,1.34,0,1.34,9.37,1.34,2.68,0,1.34,0,0,4.02,0,0,1.34,0,4.02,0,8.03,0,0,0,0,2.68,5.35,0,0,0,1.34,0,1.34,0,2.68,12.05,0,0,0,1.34
3Month,0,0.32,0.64,2.88,0,0,0.32,0,0.64,1.28,4.16,1.92,0.32,1.6,0.32,0.64,2.88,2.24,1.28,0,0.32,5.12,0,0,0,0.64,0,0.32,0.96,128.62,0.32,0,0,0.32,0.64,25.6,1.6
22Month,0,1.09,0,1.09,0,0,0,0,0,2.73,8.75,0.55,1.09,0.55,0,0.55,2.73,1.09,0,0.55,0,0,0,0,0.55,0,0.55,0,0,36.63,0.55,8.2,0,0,0,0,0
