stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,65.38,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,2.14,0,2.14,0,0,0,0,0,0,0,0,0,2.14,11.77,0,2.14,0,0,0,0,27.81,14.98,0,1.07,0,8.56,0,0,1.07,0,1.07,0,0,0
21Day,1.34,0,0,4.02,0,13.39,4.02,0,0,0,0,0,1.34,2.68,0,4.02,10.71,1.34,17.4,0,0,1.34,0,8.03,4.02,2.68,0,0,2.68,0,0,1.34,0,2.68,0,0,2.68
3Month,0,1.92,0.96,10.88,0.32,0,0.32,0.32,2.88,3.84,0,18.24,6.08,0,4.16,0.64,3.52,3.2,3.52,0.64,0,1.6,0.96,0,0.32,0.32,0.32,0,0.32,0.32,4.48,0,0,0,2.24,4.16,3.84
22Month,0,1.09,1.64,7.11,0,0,0.55,0,1.64,8.75,7.65,72.16,3.28,1.09,8.75,0.55,1.64,5.47,4.92,0,2.19,2.19,0.55,2.19,0,1.64,0.55,0.55,0,0,2.19,0,0.55,0,0.55,0,2.73
