stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,8.17,0,69.47,4.09,0,0,4.09,0,0,0,0,4.09,0,0,0,0,0,12.26,159.37,32.69,0,0,0,0,12.26,151.2,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,3.21,0,13.91,1.07,0,0,0,0,0,5.35,0,0,0,0,3.21,0,5.35,40.65,11.77,11.77,0,2.14,1.07,0,7.49,7.49,1.07,0,0,18.19,0,0,0,3.21,1.07,3.21,0,0,1.07
21Day,0,5.35,1.34,37.48,0,1.34,0,0,0,0,10.71,0,0,0,8.03,20.08,0,4.02,22.76,44.17,17.4,0,0,6.69,0,4.02,1.34,0,1.34,0,16.06,8.03,0,1.34,4.02,0,1.34,0,0,37.48
3Month,0.32,4.8,2.56,86.39,0.64,0,2.24,1.6,0.32,6.4,110.7,0,0,139.18,171.17,18.24,20.48,6.4,35.83,112.62,34.23,7.04,0,6.4,5.76,3.2,0.96,4.16,0.64,0,0.64,3.52,1.28,95.34,0.32,0,0.96,8.64,42.23,70.39
22Month,0.55,9.29,1.64,27.33,0,0,7.11,0.55,0,2.73,217.02,20.23,0,273.33,66.69,21.32,21.32,2.19,12.57,134.48,28.97,1.09,4.92,3.28,1.64,0.55,0,1.09,1.09,1.09,0.55,2.73,0,12.57,2.73,0,0.55,2.19,0,23.51
