stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,1.07,3.21,0,1.07,0,0,0,0,0,0,0,0,0,2.14,0,6.42,0,0,0,0,485.69,13.91,1.07,0,0,2.14,0,0,0,1.07,0,0,0,0,0
21Day,12.05,0,57.56,68.27,6.69,0,1.34,0,0,1.34,0,4.02,0,2.68,4.02,2.68,10.71,2.68,36.14,0,0,12.05,0,1496.48,17.4,500.61,0,0,13.39,9.37,0,1.34,0,56.22,1.34,0,0,4.02
3Month,0.64,0.64,59.19,21.12,0,0.96,0.96,0.32,11.52,11.2,0,54.07,12.48,0.32,8,0.96,7.04,5.12,7.68,1.92,0.96,1.6,0.32,147.82,0,1506.32,2.56,0,0.32,6.72,11.84,0.32,0,0,0,0.64,17.6,11.2
22Month,0.55,2.73,55.76,16.4,0,1.09,0.55,0,86.37,18.04,4.37,261.85,1.64,0.55,33.35,0.55,1.09,7.11,9.84,0,3.28,1.09,0,21.32,0.55,982.34,1.64,35.53,0,0,0,0.55,1.64,0,0,0.55,0,3.28
