stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,237.01,32.69,0,416.81,0,0,0,4.09,0,0,0,4.09,0,0,0,0,24.52,36.78,20.43,1209.58,0,0,4.09,629.31,6019.27,0,0,12.26,0,0,0,0,0,0,0,0,0
72hpf,58.84,17.12,0,47.07,11.77,49.21,0,0,0,1.07,0,0,0,0,2.14,0,23.54,135.86,12.84,238.56,1.07,5.35,0,5293.33,1076.21,12.84,11.77,216.1,2.14,0,252.47,3.21,0,4.28,0,0,0
21Day,17.4,10.71,10.71,45.51,1.34,14.72,0,1.34,5.35,0,0,0,1.34,1.34,9.37,2.68,8.03,28.11,10.71,302.51,0,8.03,0,365.42,159.29,4.02,4.02,38.82,32.12,1.34,25.43,1.34,4.02,1.34,0,0,2.68
3Month,0,7.04,3.2,14.72,0,0,0,0,8.32,0,0.32,0,6.72,3.2,0.96,13.44,3.2,1.92,5.44,27.52,0,10.56,0.64,2.88,0,2.56,1.92,10.24,1.28,0.64,0,0,0,0,65.27,0.96,0.32
22Month,1.09,7.11,2.19,7.65,0,0,0.55,0.55,2.19,1.09,0.55,0,18.04,0.55,3.83,15.85,0.55,0,1.64,4.92,0,0.55,0,1.64,0.55,0.55,2.19,10.39,0,4.92,0,0,0,0,8.2,0,0
