stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,4.09,0,0,0,8.17,0,40.86,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.07,0,5.35,0,2.14,0,0,0,0,0,0,1.07,0,0,0,59.91,2.14,0,0,0,0,0,2.14,7.49,22.47,0,0,4.28,0,0,0,1.07,0,0,0,0,0
21Day,2.68,0,13.39,5.35,0,2.68,0,0,0,0,0,0,1.34,0,2.68,136.53,0,0,1.34,8.03,0,0,4.02,8.03,17.4,5.35,0,0,4.02,5.35,0,0,2.68,0,1.34,0,0,2.68
3Month,0.64,4.16,66.87,51.51,0.32,0,5.44,1.28,0,37.11,14.72,0,192.93,24.32,0.32,2904.18,5.12,19.84,10.88,19.52,7.04,0,6.72,224.6,4.48,0,6.4,1.6,0.64,20.48,0.96,47.67,0,0.32,0,6.4,15.04,17.6
22Month,0.55,3.28,98.94,30.07,0.55,0,4.37,0,0.55,56.31,11.48,5.47,191.88,4.37,1.09,3546.7,1.09,2.19,9.29,18.04,0,8.75,9.84,12.57,1.09,0,6.01,3.28,0,4.37,0,7.65,1.64,0.55,0,1.64,1.64,6.01
