stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,12.26,85.81,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,1.07,0,2.14,1.07,0,0,0,0,0,0,0,0,0,0,0,10.7,0,8.56,0,0,0,528.48,38.51,6.42,5.35,3.21,0,0,5.35,0,0,1.07,0,0,0
21Day,0,0,0,5.35,8.03,2.68,0,1.34,0,0,0,1.34,1.34,1.34,1.34,1.34,10.71,0,29.45,0,4.02,4.02,342.66,17.4,1.34,4.02,1.34,13.39,0,9.37,2.68,4.02,0,0,0,0
3Month,0,0.32,0.32,5.76,8.64,0,0.32,0,0,0.96,0,2.88,0.64,0,0.32,0.32,1.28,0.64,10.24,1.28,0,0.96,7.36,1.92,2.24,0.64,0,0.32,3.52,1.6,0,0,0.32,0.32,1.6,0.32
22Month,0,0,1.09,3.28,3.28,0,0.55,0,0.55,1.64,0.55,15.85,1.09,0,1.64,0,1.09,1.64,21.32,1.64,0,0,10.39,0,4.37,0.55,0.55,0,14.76,1.64,0,0,0,0,0,0.55
