stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24.52,28.6,0,98.07,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,257.44,81.73,335.09,0,4.09,0,0,114.42,2223,4.09,0,0,40.86,0,0,0,0,0,16.35,0,0,0
72hpf,44.93,19.26,0,69.54,6.42,27.81,0,9.63,0,0,1.07,0,2.14,0,9.63,0,39.58,185.07,12.84,156.19,0,21.4,7.49,9.63,339.12,677.18,2.14,2.14,0,123.03,6.42,1.07,32.09,3.21,2.14,7.49,0,0,0
21Day,80.31,9.37,4.02,215.5,9.37,148.58,0,169.99,0,0,2.68,0,18.74,5.35,65.59,16.06,4.02,49.53,32.12,386.84,0,0,21.42,2.68,147.24,298.49,5.35,5.35,0,113.78,41.49,6.69,45.51,2.68,9.37,4.02,0,0,20.08
3Month,4.48,22.72,4.48,231,2.56,0,5.76,9.92,0.64,21.44,42.23,0.96,428.09,31.36,24.32,57.91,19.2,70.71,60.47,121.9,29.44,2.56,11.2,15.68,12.8,4.16,14.4,7.68,0,5.44,13.44,971.69,6.08,0,0.32,1.92,25.6,105.26,67.19
22Month,1.64,25.69,9.84,83.64,1.64,0,6.56,7.65,0.55,8.75,76.53,31.16,1100.42,21.87,59.59,86.37,2.73,16.4,129.01,119.17,5.47,22.96,7.65,1.09,10.93,2.19,15.85,10.93,7.11,2.73,1.64,185.32,15.31,7.11,0,0.55,2.19,0,19.68
