stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.95,4.09,0,0,0,0,28.6,32.69,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,3.21,24.61,4.28,0,0,0,0,1.07,0,0,0,0,0,1.07,12.84,2.14,5.35,0,1.07,0,1.07,28.88,8.56,0,0,11.77,0,0,4.28,2.14,3.21,0,0,0
21Day,4.02,1.34,0,16.06,41.49,18.74,0,4.02,0,1.34,17.4,0,0,0,1.34,0,1.34,13.39,4.02,10.71,0,0,4.02,0,24.09,4.02,1.34,2.68,17.4,4.02,0,2.68,2.68,14.72,0,0,2.68
3Month,0,0.96,0.64,26.88,3.52,0,0.64,0,0.64,1.92,85.43,0,25.28,17.6,0.96,8.32,1.6,4.8,10.56,7.68,0.64,0,1.28,1.92,0.96,0,0.96,0,0.96,1.6,4.8,0.96,0,0.32,4.16,11.52,4.16
22Month,0,1.09,0.55,4.37,1.09,0,1.64,0,0,1.09,54.12,1.64,80.36,9.29,0.55,4.37,0.55,0.55,3.83,4.92,0,2.73,1.09,0,1.09,0,1.09,1.64,0.55,0,1.09,1.09,0.55,0,0.55,0,1.64
