stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,36.37,0,0,0,0,0,0,1.07,2.14,0,0,0,2.14,0,4.28,0,0,0,0,0
21Day,1.34,0,0,2.68,1.34,0,0,0,0,0,9.37,0,0,0,0,8.03,0,2.68,0,0,0,0,1.34,0,0,0,0,0,0,32.12,0,0,0,0,0
3Month,0.96,2.88,2.56,21.44,0.32,1.6,0.32,4.8,9.92,0.64,149.42,10.56,0.32,18.24,1.28,7.68,8.96,6.72,1.6,0,1.6,4.48,1.28,0.64,2.24,1.6,0,0.64,13.76,1518.48,1.92,0.32,6.72,590.31,3.84
22Month,0,1.09,0.55,2.19,0,0,0,1.09,0,0,22.96,0,0,2.73,0,0,0.55,3.28,0,1.09,0,0,0,0,1.09,0.55,0.55,0.55,1.09,157.44,1.09,0,0,2.19,1.09
