stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,8.17,0,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.07,0,0,0,0,0,0,0,0,4.28,0,0,0,0,1.07,0,0,0,0,2.14,5.35,0,0,0,1.07,0,0,2.14,0,0,0,0,0,0
21Day,8.03,1.34,2.68,40.16,0,9.37,0,12.05,0,2.68,0,4.02,0,54.88,1.34,1.34,4.02,30.79,29.45,0,0,4.02,0,6.69,10.71,0,1.34,0,1.34,2.68,0,13.39,1.34,1.34,0,0,0,22.76
3Month,0.96,2.56,1.6,149.74,0.32,0,1.28,8,19.84,58.55,0,30.4,23.36,24.32,15.36,5.12,40.95,34.87,13.12,0.64,0.32,6.4,3.2,3.52,0.96,6.08,0,0,0,3.84,0.64,176.29,0.32,0,0.32,10.88,34.55,78.39
22Month,0,7.11,1.64,46.47,0,0,3.83,12.57,12.03,94.57,3.83,86.92,21.32,42.64,27.88,1.64,10.39,89.65,25.69,1.64,3.28,6.01,0.55,2.19,1.09,11.48,2.19,1.09,0,1.64,0,179.3,0,0.55,0,1.09,1.09,32.8
