stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,24.52,4.09,0,0,0,0,0,0,0,0,0,0,12.26,453.59,0,0,0,0,53.12,1074.72,0,0,621.13,0,0,0,0,0,0,0,0,0
72hpf,24.61,7.49,0,17.12,34.23,19.26,0,0,0,0,0,1.07,0,5.35,170.1,6.42,577.69,0,0,1.07,0,1147.89,243.91,11.77,1.07,344.47,2.14,5.35,18.19,0,0,401.17,0,0,0
21Day,13.39,0,0,22.76,14.72,18.74,0,1.34,0,1.34,0,8.03,5.35,2.68,348.02,5.35,366.76,0,1.34,9.37,0,440.38,92.36,12.05,9.37,29.45,16.06,0,13.39,1.34,13.39,128.5,0,0,0
3Month,0.96,9.92,0,8.32,0.96,0,0.32,2.24,0,7.04,2.56,0.32,2.88,0.32,30.72,0.64,80.31,5.44,0.32,0.32,0.32,7.68,2.56,12.8,4.16,0.32,0.96,17.92,0,0,0,0.96,0.64,4.48,0.32
22Month,0,4.37,0.55,3.28,2.19,0,0,1.64,2.73,16.95,1.09,0,1.09,0,23.51,1.09,41.55,2.73,0,0.55,0,4.92,1.64,21.87,0.55,0,0,33.35,0,0,0,0.55,0,0,1.09
