stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.43,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,4.28,0,0,0,0,11.77,2.14,0,0,0,2.14,2.14,2.14,0,1.07,0,0,0
21Day,0,0,0,5.35,1.34,0,0,0,0,0,0,0,0,0,0,1.34,0,4.02,0,0,0,0,2.68,1.34,0,0,0,2.68,1.34,37.48,0,0,0,4.02,1.34
3Month,1.92,3.84,3.2,50.55,0.64,1.6,0.32,7.68,14.4,0,76.79,24,0.96,31.99,5.12,15.04,20.8,17.28,5.12,0.32,5.12,7.68,4.16,0.96,3.84,3.52,0,1.28,20.48,2736.53,2.88,0.64,11.52,2145.26,13.76
22Month,0,2.19,0,7.65,0,0,0,1.64,2.19,0.55,45.92,2.73,1.09,8.75,0.55,2.19,2.73,9.29,1.09,2.73,0.55,0,1.64,0,1.09,3.28,1.09,0.55,0.55,461.92,1.09,0,0,5.47,1.64
