stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,8.17,0,8.17,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,4.09,61.3,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,2.14,0,0,0,0,0,0,0,0,2.14,2.14,0,9.63,0,1.07,0,0,92,24.61,0,0,14.98,0,0,3.21,0,0,0,0
21Day,1.34,1.34,0,8.03,2.68,0,0,0,0,0,17.4,1.34,2.68,12.05,1.34,8.03,0,0,2.68,0,22.76,4.02,0,0,5.35,5.35,0,4.02,2.68,0,0,2.68
3Month,0,2.24,0.64,7.36,0,0.32,0,0,3.2,1.28,0.96,2.24,0.32,2.88,1.28,9.28,2.88,0,1.28,0.64,0,0,0,0.32,4.16,0,9.28,0.32,0,0.96,0.64,1.6
22Month,0,1.09,0.55,3.28,0,0.55,1.09,1.09,10.93,0.55,0,2.19,2.19,0,1.64,2.19,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,1.09
