stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,12.26,8.17,0,0,0,0,0,85.81,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.14,0,0,5.35,2.14,2.14,0,0,0,0,0,0,0,0,0,3.21,6.42,1.07,12.84,0,0,0,0,37.44,25.67,0,0,7.49,0,0,0,0,1.07,0,0,0
21Day,6.69,2.68,0,30.79,1.34,5.35,0,14.72,0,0,0,0,0,9.37,1.34,1.34,12.05,1.34,24.09,0,0,2.68,0,5.35,18.74,0,1.34,10.71,2.68,1.34,2.68,1.34,0,0,0,2.68
3Month,0.32,0,0.96,9.92,0,0,0.96,0,2.56,3.2,0,28.16,3.2,0.32,12.8,0.32,2.88,3.2,6.72,0.32,0,0.96,1.28,0.96,0,0.32,0,0.32,0.96,10.88,0.32,0,0,1.28,8.96,0.96
22Month,0,2.19,0.55,9.84,0,0,0,1.09,3.83,2.19,2.73,73.25,1.64,0.55,8.2,0.55,2.19,0,11.48,0.55,1.09,0,0.55,0.55,0,0,1.64,0,0,3.28,0,0,0,0.55,0,0.55
