stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,147.11,12.26,0,16.35,0,4.09,0,0,0,0,0,0,0,0,0,8.17,0,4.09,32.69,0,0,0,0,53.12,261.53,4.09,0,4.09,0,0,0,0,0,0,0,0
72hpf,6.42,25.67,0,21.4,29.95,8.56,0,0,0,0,0,0,0,0,0,12.84,17.12,0,17.12,0,0,1.07,4.28,95.21,64.19,1.07,5.35,8.56,1.07,2.14,72.75,1.07,1.07,0,0,1.07
21Day,10.71,12.05,0,16.06,17.4,10.71,0,4.02,0,0,0,0,0,1.34,0,4.02,6.69,5.35,10.71,0,0,9.37,1.34,17.4,13.39,0,4.02,4.02,4.02,5.35,16.06,0,1.34,0,0,1.34
3Month,0.64,32.63,3.52,128.94,5.12,0,2.56,1.28,4.16,7.68,0,123.5,6.4,0.64,10.88,18.56,7.36,27.52,23.04,2.88,0.64,17.92,11.84,9.28,0.64,4.16,6.08,0.32,3.2,134.06,2.56,0,3.2,5.12,778.12,2.56
22Month,0,51.39,0.55,63.41,0.55,0,1.64,0.55,3.28,18.59,4.37,126.82,5.47,2.19,13.12,3.28,4.37,22.41,20.77,0.55,2.73,3.83,0.55,4.92,1.09,2.73,3.28,0.55,0,57.95,3.28,0,0.55,0,3.83,4.92
