stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,57.21,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49,9.63,0,0,0,1.07,0,0,0,0,0,0,0
21Day,1.34,0,0,0,1.34,2.68,0,0,0,0,0,0,0,0,0,1.34,0,2.68,0,0,5.35,0,4.02,1.34,0,0,0,1.34,1.34,5.35,1.34,0,0,0,0
3Month,0.32,0.32,1.6,9.6,0.32,0,0.32,1.6,4.16,0,16.96,5.76,0.96,6.08,1.28,3.52,6.72,5.76,2.24,0,11.52,0.64,0.32,0,1.6,0,0,0,1.92,248.28,0.64,0.32,1.92,97.26,5.12
22Month,0,5.47,2.73,12.57,0,0,1.09,1.64,10.93,5.47,105.5,4.37,0.55,10.39,0,1.64,8.2,9.84,0,3.28,4.92,0.55,1.09,0,2.19,0.55,0.55,0.55,0,21.32,0.55,0.55,0,0,1.64
