stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12.26,0,0,12.26,0,8.17,0,8.17,0,0,0,0,0,0,0,0,12.26,12.26,28.6,57.21,0,0,0,0,20.43,331,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.21,4.28,0,5.35,2.14,6.42,0,3.21,0,0,0,0,0,0,0,0,3.21,18.19,1.07,20.33,0,0,0,0,54.56,47.07,0,0,0,13.91,0,1.07,7.49,0,3.21,0,0,0
21Day,17.4,0,2.68,24.09,0,42.83,0,38.82,0,1.34,0,1.34,0,0,20.08,5.35,5.35,6.69,9.37,57.56,0,0,1.34,0,34.8,28.11,0,1.34,0,12.05,5.35,4.02,6.69,4.02,0,0,0,8.03
3Month,0,3.2,0.32,21.12,0,0,0.32,1.6,0.32,3.52,3.84,0,27.84,2.56,0.64,10.56,0.96,3.52,4.48,9.28,0.96,0.32,2.56,1.6,1.6,0.32,0.64,1.28,0,0,0.96,51.51,0.32,0,0,2.56,55.35,10.88
22Month,1.09,4.37,1.64,4.92,0,0,0,0,0,0.55,3.28,10.39,76.53,1.09,0.55,8.2,0,1.64,3.83,9.84,0,2.73,0.55,0,0.55,0,0,2.19,1.09,0.55,0.55,8.2,0,0,0,0,0,4.92
