stage,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,12.84,0,0,3.21,0,0,0,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0
21Day,0,1.34,1.34,1.34,0,0,0,0,0,0,0,12.05,0,0,1.34,2.68,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0
3Month,0.96,21.76,14.4,0,1.6,9.28,3.2,0.32,13.12,3.84,0.64,536.24,2.56,4.16,3.2,4.48,0.32,0,1.92,0.64,0,0,1.28,0.64,0,1.6,4.16,0,0.32,1.28,2.56,4.48
22Month,1.09,20.77,3.28,0,0,13.12,2.73,0.55,25.15,0.55,1.09,570.16,0.55,0,3.28,1.64,0,2.19,0.55,0,0.55,0,4.37,0.55,0.55,1.09,5.47,0.55,0,0,0,2.19
