stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,12.26,0,138.94,0,0,0,0,0,0,0,8.17,0,0,0,24.52,65.38,12.26,12.26,0,0,0,4.09,1025.69,445.42,20.43,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,558.43,72.75,0,330.57,60.98,497.45,5.35,0,0,16.05,2.14,6.42,0,6.42,1.07,131.58,802.34,113.4,569.13,0,32.09,27.81,10.7,69267.91,1963.07,14.98,57.77,0,743.5,24.61,5.35,438.61,27.81,29.95,53.49,0,0,0
21Day,149.92,17.4,8.03,266.37,9.37,306.52,33.46,0,0,12.05,1.34,26.77,10.71,54.88,32.12,20.08,145.9,72.28,290.46,0,0,22.76,1.34,16213.65,384.16,8.03,22.76,0,155.27,374.79,12.05,54.88,42.83,92.36,17.4,0,0,44.17
3Month,0.64,0.32,1.28,51.19,0,0,0.64,3.2,2.24,1.92,0.96,8,3.84,0.64,7.04,75.19,2.56,1.92,24,1.6,0,1.92,2.24,155.18,6.08,2.24,2.24,0,0,0.32,45.75,1.28,0,0,0.64,2.24,5.12,2.24
22Month,0,0,0,11.48,0,0,0,1.09,0.55,1.64,1.09,10.93,0.55,0,3.83,8.2,2.19,0.55,4.37,1.09,0.55,0.55,0,72.16,3.28,1.64,1.64,5.47,0,1.09,65.6,1.09,0.55,0,0,0.55,0,1.64
