stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,12.26,0,0,0,0,0,0,8.17,0,0,0,0,0,0,8.17,16.35,0,0,0,0,8.17,424.99,0,0,4.09,0,0,0,0,0,0,0,0,0
72hpf,9.63,2.14,0,14.98,2.14,6.42,0,0,0,0,0,0,0,1.07,0,3.21,27.81,0,11.77,0,2.14,1.07,3.21,492.1,184,0,4.28,9.63,0,1.07,70.61,2.14,1.07,2.14,0,0,0
21Day,5.35,1.34,2.68,53.54,2.68,10.71,0,0,1.34,0,0,2.68,0,9.37,0,4.02,12.05,5.35,18.74,0,0,2.68,1.34,282.43,77.63,0,6.69,4.02,20.08,0,21.42,8.03,2.68,2.68,0,0,1.34
3Month,0,0.96,0,7.36,0.64,0,0.64,0.64,0.64,0,0,2.88,0,0.32,2.56,87.67,11.2,0.96,11.2,0.96,0,0.96,4.8,11.2,0.32,1.92,0.32,0.32,1.28,2.24,0.96,0,0,0,0.32,5.44,1.92
22Month,0,0.55,0,11.48,0.55,0,0,0,1.64,4.92,0,12.57,1.09,0,2.73,12.57,1.64,0.55,36.08,0,1.09,1.64,0.55,10.93,0,5.47,1.09,0.55,1.09,4.37,4.92,3.28,0,0,0.55,0,0
