stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,57.21,0,0,0,0,0,0,0,4.09,0,0,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.07,0,0,19.26,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,4.28,0,2.14,0,0,0,0,3.21,11.77,0,0,0,4.28,0,0,0,0,0,0,0,0,0
21Day,1.34,0,1.34,65.59,0,4.02,0,0,0,17.4,0,0,0,1.34,0,1.34,2.68,4.02,4.02,1.34,2.68,0,0,0,0,2.68,5.35,4.02,0,0,9.37,0,0,0,0,0,1.34,0,0,1.34
3Month,0.64,0.64,6.72,326.03,0,0,0.64,0.32,0.64,646.94,4.16,0,0,44.47,9.92,0.32,23.68,3.84,15.68,5.76,7.68,4.16,0.32,5.12,2.56,1.28,0.32,5.44,1.6,0,0.96,7.68,0.32,13.12,0.32,0,0,1.92,17.6,4.48
22Month,1.64,4.37,66.15,162.9,0.55,0,2.73,0.55,0,542.28,7.11,2.73,0,172.2,4.37,1.64,41.55,2.19,14.21,9.29,7.65,0.55,6.01,2.73,0,0.55,0,18.04,1.64,1.09,0.55,1.64,0,7.11,2.19,1.64,0,1.09,0,4.92
