stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8.17,0,0,0,0,4.09,0,0,0,0,0,0,0,0,24.52,0,0,4.09,0,0,0,0,0,4.09,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,12.84,0,0,2.14,1.07,0,0,0,0,0,1.07,0,0,0,2.14,11.77,0,1.07,0,0,0,2.14,7.49,2.14,1.07,0,0,3.21,0,0,0,0,0,1.07,0,0,0
21Day,10.71,0,2.68,10.71,1.34,0,0,6.69,0,0,2.68,0,1.34,0,10.71,2.68,0,1.34,0,0,5.35,0,2.68,1.34,5.35,0,0,1.34,0,4.02,2.68,0,2.68,0,0,0,0
3Month,2.56,2.88,1.92,31.36,0.32,0,0.32,62.71,3.84,0.32,557.03,2.56,0.64,12.48,23.36,4.16,2.56,8.64,2.24,1.6,4.16,0.32,1.6,0.32,29.44,0.96,0,0.64,7.04,19.2,0,0,0,0.32,5.44,6.72,1.92
22Month,2.73,4.37,4.37,13.12,1.09,0,0.55,14.21,3.28,0.55,405.07,0,0,10.93,2.19,0.55,1.64,10.93,0,11.48,4.37,0.55,0.55,0.55,24.6,1.64,1.09,1.09,2.19,18.04,2.73,2.19,0,0,0.55,0,0.55
