stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4.09,0,0,8.17,0,0,0,0,0,0,4.09,0,0,0,4.09,0,0,8.17,8.17,0,0,0,0,8.17,20.43,0,0,4.09,0,0,0,0,0,0,0,0
72hpf,3.21,1.07,0,12.84,2.14,0,0,0,0,0,0,1.07,0,0,0,6.42,39.58,13.91,3.21,0,1.07,1.07,0,81.3,5.35,0,1.07,2.14,0,0,2.14,1.07,1.07,0,0,0
21Day,12.05,1.34,0,28.11,0,1.34,0,0,0,0,0,1.34,0,5.35,48.19,2.68,9.37,34.8,13.39,0,0,2.68,0,41.49,2.68,0,4.02,8.03,5.35,1.34,1.34,2.68,0,0,0,0
3Month,0,3.52,6.72,35.19,0,0,1.6,4.48,2.88,0,0,39.67,7.68,0.32,229.72,2.56,12.48,67.83,14.72,4.16,0,2.24,16,2.56,0,0.64,0.64,1.6,2.24,17.6,0.64,0,0,1.6,19.52,5.76
22Month,0,7.65,7.11,16.4,0,0,1.09,6.56,9.29,10.93,0,138.3,8.75,0,309.41,1.09,3.83,37.72,13.12,0,6.56,2.19,0.55,1.09,0.55,6.56,0.55,0.55,0,2.19,1.64,0,0,1.64,0,2.73
