stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,32.69,20.43,0,44.95,4.09,0,0,0,0,0,0,12.26,0,0,0,0,8.17,302.39,61.3,237.01,0,0,0,0,130.76,4866.91,0,0,0,8.17,0,0,0,0,0,0,12.26,0,0,0
72hpf,8.56,1.07,0,1.07,0,3.21,0,1.07,0,0,4.28,0,0,0,3.21,3.21,2.14,11.77,4.28,4.28,0,0,1.07,1.07,47.07,97.35,0,0,0,1.07,0,0,0,1.07,2.14,1.07,0,0,0,0
21Day,4.02,0,0,5.35,0,2.68,0,0,0,0,0,0,0,1.34,1.34,2.68,1.34,2.68,0,6.69,0,0,0,0,22.76,13.39,1.34,0,0,0,2.68,0,116.45,0,0,1.34,1.34,0,1.34,0
3Month,5.76,14.4,10.88,146.22,1.28,0,7.36,3.2,1.28,27.84,44.15,0,212.13,72.95,3.84,93.11,20.16,39.99,67.51,61.11,11.84,0.96,17.6,74.23,17.6,2.88,12.48,6.08,0,3.2,67.51,1.28,9286.53,9.6,1.92,0,0.64,39.35,1522,45.11
22Month,0.55,1.09,2.19,7.11,0,0,0.55,0,0,0.55,3.83,0,42.09,1.64,0,17.49,0,0.55,7.65,7.11,1.09,3.83,0.55,0,2.73,0,3.28,2.19,2.19,3.83,4.92,0,1894.71,3.83,0,0,0,0,3.28,0.55
