stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,20.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.17,0,0,0,0,20.43,40.86,0,0,0,0,0,0,0,4.09,0,0,0
72hpf,1.07,0,0,11.77,0,2.14,0,0,0,0,0,0,0,0,1.07,0,4.28,23.54,2.14,11.77,0,0,1.07,3.21,20.33,3.21,0,0,6.42,0,0,1.07,1.07,2.14,0,0,0
21Day,4.02,0,0,28.11,0,21.42,0,16.06,0,0,0,0,1.34,2.68,4.02,2.68,1.34,13.39,2.68,17.4,0,0,0,0,21.42,10.71,0,0,5.35,4.02,0,4.02,0,0,0,0,2.68
3Month,0.64,8.64,0.64,100.14,0.32,0,1.6,0.96,0.64,5.44,10.24,0.32,28.8,23.68,0.32,16.64,7.04,35.19,10.24,21.12,3.2,0.32,3.84,4.16,0.96,0,0.96,2.56,2.56,1.92,6.72,0.64,0,0.32,3.2,1.92,12.16
22Month,0,6.56,1.64,22.96,0,0,1.09,0,0.55,1.09,7.11,9.29,66.69,13.67,1.64,15.31,2.73,8.2,7.11,21.87,0.55,0.55,1.09,0,1.09,0.55,2.73,1.64,1.09,0,3.83,1.64,0,0,1.09,0,6.01
